,name,homepage,category,description,resource,labels,projectrank,show,github_id,npm_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,pypi_id,pypi_url,pypi_monthly_downloads,helm_id,maven_id,maven_url,brew_id,gem_url,updated_github_id,apt_id
51,node-oidc-provider,https://github.com/panva/node-oidc-provider,authentication,OpenID Certified OAuth 2.0 Authorization Server implementation for Node.js.,,,27,True,panva/node-oidc-provider,oidc-provider,https://github.com/panva/node-oidc-provider,MIT,2015-12-02 09:17:41,2024-02-07 07:28:03.000000,2024-02-07 07:27:50,2459.0,36.0,736.0,70.0,243.0,,,2943.0,2024-01-17 08:17:36,8.4.5,100.0,3.0,3.0,72.0,https://www.npmjs.com/package/oidc-provider,178598.0,178598.0,3.0,,,,,,,,,,,,,,,,,
52,kanidm,https://github.com/kanidm/kanidm,idp,"Kanidm: A simple, secure and fast identity management platform.",,,27,True,kanidm/kanidm,,https://github.com/kanidm/kanidm,MPL-2.0,2019-02-02 01:41:26,2024-02-08 00:09:34.000000,2024-02-07 23:54:07,1784.0,101.0,124.0,18.0,1776.0,136.0,525.0,1879.0,2024-02-07 04:43:11,1.1.0-rc.16,18.0,42.0,42.0,63.0,,,2250.0,3.0,kanidm/server,254.0,https://hub.docker.com/r/kanidm/server,2024-02-07 06:29:26.911239,,134776.0,,,,,,,,,,,
53,jansen,https://github.com/JanssenProject/jans,idp,"An open source enterprise digital identity platform that scales: Janssen is a distribution of standards-based,..",,['linux-foundation'],27,True,janssenproject/jans,,https://github.com/JanssenProject/jans,Apache-2.0,2020-11-03 15:00:37,2024-02-08 17:52:50.000000,2024-02-08 10:42:29,33645.0,438.0,58.0,31.0,4451.0,344.0,2774.0,356.0,2024-02-03 07:03:23,1.0.22,100.0,,,112.0,,,316.0,3.0,,1264.0,,,,,,,,,,,,,,,
54,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,credentials-sdks,Create and verify W3C Verifiable Credentials and Presentations in JWT format.,,['dif'],27,True,decentralized-identity/did-jwt-vc,did-jwt-vc,https://github.com/decentralized-identity/did-jwt-vc,Apache-2.0,2019-07-22 20:20:06,2024-02-07 16:31:23.000000,2024-01-18 09:12:14,359.0,4.0,40.0,23.0,97.0,2.0,47.0,163.0,2024-01-18 09:12:30,4.0.0,54.0,869.0,869.0,22.0,https://www.npmjs.com/package/did-jwt-vc,20838.0,20838.0,1.0,,,,,,,,,,,,,,,,,
55,lemur,https://github.com/Netflix/lemur,pki,Repository for the Lemur Certificate Manager.,,,25,True,netflix/lemur,,https://github.com/Netflix/lemur,Apache-2.0,2015-06-16 16:36:07,2024-02-06 13:03:34.000000,2024-02-06 13:03:33,6057.0,111.0,308.0,410.0,4172.0,118.0,417.0,1678.0,2024-01-17 19:18:46,1.7.0,28.0,,,149.0,,,0.0,3.0,,51.0,,,,,,,,,,,,,,,
56,athenz,https://github.com/AthenZ/athenz,pki,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic..,,['linux-foundation'],25,True,athenz/athenz,,https://github.com/AthenZ/athenz,Apache-2.0,2016-11-16 18:23:08,2024-02-08 15:40:32.000000,2024-02-08 15:40:32,2972.0,95.0,262.0,52.0,2245.0,37.0,205.0,838.0,2024-01-31 05:49:52,1.11.51,100.0,27.0,27.0,81.0,,,,3.0,,,,,,,,,,,,,,,,,
57,veramo,https://github.com/decentralized-identity/veramo,ssi-sdks,A JavaScript Framework for Verifiable Data.,,,25,True,decentralized-identity/veramo,,https://github.com/decentralized-identity/veramo,Apache-2.0,2019-11-12 14:18:17,2024-02-08 15:27:56.000000,2024-01-31 16:38:23,1841.0,24.0,114.0,23.0,758.0,62.0,362.0,382.0,2024-01-16 17:06:31,5.6.0,43.0,569.0,569.0,54.0,,,,1.0,,,,,,,,,,,,,,,,,
58,aries-python,https://github.com/hyperledger/aries-cloudagent-python,ssi-sdks,Hyperledger Aries Cloud Agent Python (ACA-Py) is a foundation for building decentralized identity applications and..,,['hyperledger'],25,True,hyperledger/aries-cloudagent-python,,https://github.com/hyperledger/aries-cloudagent-python,Apache-2.0,2019-06-24 18:12:14,2024-02-08 17:36:32.000000,2024-02-07 21:09:50,8773.0,447.0,440.0,30.0,1620.0,214.0,932.0,379.0,2023-11-25 05:08:09,0.11.0,73.0,,,134.0,,,,1.0,,,,,,,,,,,,,,,,,
59,opal,https://github.com/permitio/opal,authorization,"Policy and data administration, distribution, and real-time updates on top of Policy Agents (OPA, Cedar, ...).",,,24,True,permitio/opal,,https://github.com/permitio/opal,Apache-2.0,2021-02-14 11:37:31,2024-02-08 17:28:49.000000,2024-02-08 09:41:44,1693.0,16.0,124.0,21.0,362.0,38.0,77.0,2029.0,2023-09-14 19:06:35,0.7.4,32.0,,,47.0,,,4101.0,3.0,permitio/opal-server,568.0,https://hub.docker.com/r/permitio/opal-server,2023-09-14 19:15:56.999755,1.0,147085.0,,,,,,,,,,,
60,dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,ssi-agents,Decentralized Web Node (DWN) Reference implementation.,,['web5'],24,True,TBD54566975/dwn-sdk-js,tbd54566975/dwn-sdk-js,https://github.com/TBD54566975/dwn-sdk-js,Apache-2.0,2022-03-11 17:33:48,2024-02-08 15:51:05.000000,2024-02-07 17:50:39,445.0,43.0,93.0,18.0,432.0,64.0,184.0,318.0,2024-02-02 16:40:11,0.2.16,34.0,350.0,350.0,40.0,https://www.npmjs.com/package/tbd54566975/dwn-sdk-js,,,2.0,,,,,,,,,,,,,,,,,
61,iota-identity,https://github.com/iotaledger/identity.rs,ssi-sdks,Implementation of the Decentralized Identity standards such as DID and Verifiable Credentials by W3C for the IOTA..,,,24,True,iotaledger/identity.rs,,https://github.com/iotaledger/identity.rs,Apache-2.0,2020-02-06 14:33:11,2024-02-07 15:49:30.000000,2024-02-07 15:49:14,1436.0,24.0,71.0,23.0,999.0,54.0,222.0,275.0,2024-02-07 15:49:47,1.1.0,25.0,110.0,110.0,35.0,,,,2.0,,,,,,,,,,,,,,,,,
62,permify,https://github.com/Permify/permify,authorization,Permify is an open-source authorization service inspired by Google Zanzibar.,,,23,True,permify/permify,,https://github.com/Permify/permify,Apache-2.0,2022-07-14 11:16:57,2024-02-07 05:36:02.000000,2024-02-05 10:59:09,2522.0,432.0,103.0,18.0,884.0,24.0,132.0,2286.0,2024-02-01 10:45:31,0.7.3,57.0,1.0,1.0,40.0,,,82.0,3.0,ghcr.io/permify/permify,1488.0,https://hub.docker.com/r/ghcr.io/permify/permify,,,,,,,,,,,,,,
63,freeipa,https://github.com/freeipa/freeipa,idp,"Mirror of FreeIPA, an integrated security information management solution.",,,23,True,freeipa/freeipa,,https://github.com/freeipa/freeipa,GPL-3.0,2012-05-15 20:34:40,2024-02-08 14:35:54.000000,2024-02-08 14:35:22,15791.0,88.0,310.0,51.0,7218.0,,,1059.0,,,,,,222.0,,,40189.0,3.0,freeipa/freeipa-server,,https://hub.docker.com/r/freeipa/freeipa-server,2024-02-07 05:07:18.125284,162.0,5666698.0,,,,,,,,,,,
64,universal-resolver,https://github.com/decentralized-identity/universal-resolver,dids,Universal Resolver implementation and drivers.,,,23,True,decentralized-identity/universal-resolver,,https://github.com/decentralized-identity/universal-resolver,Apache-2.0,2017-08-01 18:25:42,2024-02-08 15:49:40.000000,2024-02-08 10:07:41,1691.0,19.0,219.0,59.0,286.0,26.0,82.0,508.0,2022-01-07 16:42:38,0.5.0,6.0,,,100.0,,,1536.0,3.0,universalresolver/uni-resolver-web,,https://hub.docker.com/r/universalresolver/uni-resolver-web,2024-02-05 16:27:06.887033,,119857.0,,,,,,,,,,,
65,aries-framework-javascript,https://github.com/openwallet-foundation/credo-ts,ssi-sdks,Typescript framework for building decentralized identity and verifiable credential solutions.,,['hyperledger'],23,True,hyperledger/aries-framework-javascript,,https://github.com/openwallet-foundation/credo-ts,Apache-2.0,2019-11-20 17:23:33,2024-02-08 15:26:08.000000,2024-02-07 09:53:29,898.0,59.0,155.0,28.0,1069.0,177.0,472.0,221.0,2023-10-05 13:35:35,0.4.2,77.0,3.0,3.0,58.0,,,,2.0,,,,,,,2.0,,,,,,,,,openwallet-foundation/credo-ts,
66,hyperledger-anoncreds-rs,https://github.com/hyperledger/anoncreds-rs,credentials-sdks,anoncreds-rs.,,['hyperledger'],23,False,hyperledger/anoncreds-rs,,https://github.com/hyperledger/anoncreds-rs,Apache-2.0,2022-10-20 16:09:54,2024-02-08 08:03:26.000000,2024-02-07 08:42:00,773.0,139.0,36.0,16.0,216.0,24.0,82.0,65.0,2023-06-02 16:26:49,0.1.0,29.0,65.0,65.0,22.0,,,4415.0,3.0,,57399.0,,,,,,,,,,,,,,,
67,deepfacelive,https://github.com/iperov/DeepFaceLive,face,Real-time face swap for PC streaming or video calls.,,,22,True,iperov/DeepFaceLive,,https://github.com/iperov/DeepFaceLive,GPL-3.0,2020-12-15 12:19:22,2023-07-28 10:14:16.000000,2023-07-28 10:14:10,326.0,,3135.0,290.0,25.0,1.0,143.0,20512.0,2023-01-21 09:26:53,TINA_SHIFT,35.0,,,11.0,,,23582.0,3.0,,754645.0,,,,,,,,,,,,,,,
68,supertokens,https://github.com/supertokens/supertokens-core,idp,Open source alternative to Auth0 / Firebase Auth / AWS Cognito.,,,22,True,supertokens/supertokens-core,,https://github.com/supertokens/supertokens-core,https://github.com/supertokens/supertokens-core/blob/4a134fff6e96c46546fd11d66592d75c9fcef614/ee/LICENSE.md,2020-01-05 13:30:52,2024-02-08 07:21:04.000000,2024-01-05 08:55:10,931.0,21.0,415.0,62.0,443.0,109.0,350.0,11212.0,2023-12-07 05:06:05,7.0.16,57.0,,,26.0,,,,3.0,registry.supertokens.io/supertokens/supertokens-postgresql,,https://hub.docker.com/r/registry.supertokens.io/supertokens/supertokens-postgresql,,,,,,,,,,,,,,
69,howdy,https://github.com/boltgolt/howdy,authentication,Windows Hello style facial authentication for Linux.,,,22,True,boltgolt/howdy,,https://github.com/boltgolt/howdy,MIT,2018-01-05 00:54:21,2024-02-08 03:31:07.000000,2024-01-17 13:25:40,562.0,4.0,281.0,60.0,147.0,187.0,550.0,5202.0,2020-09-02 15:57:23,2.6.1,11.0,,,61.0,,,214.0,3.0,,15413.0,,,,,,,,,,,,,,,howdy
70,openbr,https://github.com/biometrics/openbr,face,"Open Source Biometrics, Face Recognition.",,,22,False,biometrics/openbr,,https://github.com/biometrics/openbr,,2012-12-20 02:52:37,2024-02-03 00:32:39.000000,2024-02-03 00:32:39,4037.0,9.0,757.0,255.0,330.0,62.0,210.0,2825.0,2015-09-29 22:50:55,1.1.0,4.0,,,57.0,,,892.0,3.0,,109783.0,,,,,,,,,,,,,,,
71,conjur,https://github.com/cyberark/conjur,machine,CyberArk Conjur automatically secures secrets used by privileged users and machine identities.,,,22,True,cyberark/conjur,,https://github.com/cyberark/conjur,LGPL,2016-06-28 21:18:07,2023-11-20 08:18:32.000000,2023-10-13 18:18:58,3449.0,,123.0,48.0,1887.0,207.0,901.0,735.0,2023-08-04 21:07:07,1.20.0,73.0,,,96.0,,,76588.0,3.0,cyberark/conjur,381.0,https://hub.docker.com/r/cyberark/conjur,2023-10-27 18:55:35.655413,30.0,7045664.0,-4.0,,,,,,,,,,
72,keystone,https://github.com/openstack/keystone,idp,OpenStack Identity (Keystone). Mirror of code maintained at opendev.org.,,['openstack'],22,True,openstack/keystone,,https://github.com/openstack/keystone,Apache-2.0,2013-05-30 14:48:39,2024-02-07 19:17:17.000000,2024-02-06 15:50:11,14917.0,34.0,652.0,113.0,17.0,,,673.0,,,,122.0,122.0,727.0,,,,3.0,,,,,,,,,,,,,,,,,
73,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,dids,DID resolver for HTTPS domains.,,['dif'],22,False,decentralized-identity/web-did-resolver,web-did-resolver,https://github.com/decentralized-identity/web-did-resolver,Apache-2.0,2018-09-20 21:44:09,2024-02-07 16:21:02.000000,2024-02-05 00:17:58,287.0,14.0,15.0,14.0,117.0,1.0,10.0,81.0,2023-07-03 18:25:08,2.0.27,38.0,874.0,874.0,12.0,https://www.npmjs.com/package/web-did-resolver,21021.0,21021.0,3.0,,,,,,,,,,,,,,,,,
74,gotrue,https://github.com/netlify/gotrue,idp,An SWT based API for managing users and issuing SWT tokens.,,,21,True,netlify/gotrue,,https://github.com/netlify/gotrue,MIT,2016-05-16 23:14:24,2023-12-18 22:01:36.000000,2023-08-31 21:53:17,639.0,,268.0,65.0,222.0,8.0,123.0,3662.0,2022-02-09 12:50:28,1.0.1,2.0,10.0,10.0,39.0,,,,3.0,,,,,,,,,,,,,,,,,
75,webauthn,https://github.com/w3c/webauthn,protocols,Web Authentication: An API for accessing Public Key Credentials.,,['w3c'],21,True,w3c/webauthn,,https://github.com/w3c/webauthn,W3C,2016-02-08 14:51:38,2024-02-08 13:09:45.000000,2024-01-24 20:18:51,2247.0,59.0,151.0,179.0,847.0,68.0,1047.0,1069.0,2018-03-20 13:11:25,CR-00-20180320,7.0,,,74.0,,,,1.0,,,,,,,,,,,,,,,,,
76,sidetree,https://github.com/decentralized-identity/sidetree,protocols,Sidetree Specification and Reference Implementation.,,['dif'],21,True,decentralized-identity/sidetree,,https://github.com/decentralized-identity/sidetree,Apache-2.0,2018-09-04 17:20:14,2023-12-18 20:07:43.000000,2023-04-04 19:14:54,1149.0,,103.0,40.0,682.0,37.0,441.0,433.0,2021-03-09 22:06:35,1.0.2,12.0,32.0,32.0,47.0,,,,1.0,,,,,,,,,,,,,,,,,
77,solid-client-authn-js,https://github.com/inrupt/solid-client-authn-js,authentication,A client library for authenticating with Solid.,,['solid'],21,False,inrupt/solid-client-authn-js,inrupt/solid-client-authn-node,https://github.com/inrupt/solid-client-authn-js,,2019-11-21 00:49:46,2024-02-06 12:58:06.000000,2024-02-05 17:28:56,2491.0,98.0,32.0,16.0,3202.0,49.0,96.0,64.0,2023-12-20 18:55:46,2.0.0,22.0,792.0,792.0,21.0,https://www.npmjs.com/package/inrupt/solid-client-authn-node,,,3.0,,,,,,,,,,,,,,,,,
78,facenet,https://github.com/davidsandberg/facenet,face,Face recognition using Tensorflow.,,,20,False,davidsandberg/facenet,,https://github.com/davidsandberg/facenet,MIT,2016-02-12 22:14:40,2023-07-24 12:43:21.000000,2018-04-16 17:32:11,566.0,,4664.0,567.0,122.0,500.0,620.0,13389.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,
79,appauth-ios,https://github.com/openid/AppAuth-iOS,authentication,iOS and macOS SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],20,True,openid/appauth-ios,,https://github.com/openid/AppAuth-iOS,Apache-2.0,2016-02-11 14:38:23,2024-01-20 11:25:45.000000,2023-10-25 17:45:50,394.0,,671.0,96.0,311.0,156.0,326.0,1644.0,2023-05-01 17:52:41,1.6.2,25.0,,,50.0,,,,3.0,,,,,,,,,,,,,,,,,
80,indy-node,https://github.com/hyperledger/indy-node,ssi-infra,The server portion of a distributed ledger purpose-built for decentralized identity.,,['hyperledger'],20,True,hyperledger/indy-node,,https://github.com/hyperledger/indy-node,Apache-2.0,2016-12-21 05:45:04,2024-02-07 20:41:10.000000,2024-02-07 20:38:12,4907.0,18.0,633.0,64.0,1754.0,33.0,50.0,658.0,2022-09-02 20:48:34,1.12.6,36.0,,,101.0,,,10.0,1.0,,570.0,,,,,,,,,,,,,,,
81,aries-rfcs,https://github.com/hyperledger/aries-rfcs,protocols,"Hyperledger Aries is infrastructure for blockchain-rooted, peer-to-peer interactions.",,['hyperledger'],20,True,hyperledger/aries-rfcs,,https://github.com/hyperledger/aries-rfcs,Apache-2.0,2019-05-08 16:49:20,2024-02-07 15:53:45.000000,2024-02-07 15:20:58,2211.0,44.0,208.0,55.0,584.0,55.0,172.0,314.0,,,,,,84.0,,,,2.0,,,,,,,,,,,,,,,,,
82,aries-framework-go,https://github.com/hyperledger/aries-framework-go,ssi-sdks,Hyperledger Aries Framework Go provides packages for building Agent / DIDComm services.,,['hyperledger'],20,True,hyperledger/aries-framework-go,,https://github.com/hyperledger/aries-framework-go,Apache-2.0,2019-07-09 20:45:08,2023-10-27 19:12:10.000000,2023-09-01 12:06:39,3196.0,,156.0,20.0,2046.0,388.0,1196.0,238.0,2023-05-09 10:57:15,0.3.2,14.0,3.0,3.0,61.0,,,,2.0,,,,,,,,,,,,,,,,,
83,trinsic-sdk,https://github.com/trinsic-id/sdk,ssi-sdks,Trinsic SDK repository.,,,20,False,trinsic-id/sdk,,https://github.com/trinsic-id/sdk,Apache-2.0,2021-04-26 20:47:34,2024-02-06 19:42:36.000000,2024-02-06 19:40:39,1099.0,18.0,16.0,12.0,1265.0,,321.0,28.0,2023-11-16 22:24:18,1.13.0,16.0,,,27.0,,,348.0,2.0,,9764.0,,,,,,,,,,,,,,,
84,appauth-android,https://github.com/openid/AppAuth-Android,authentication,Android client SDK for communicating with OAuth 2.0 and OpenID Connect providers.,,['openid'],19,True,openid/appauth-android,,https://github.com/openid/AppAuth-Android,Apache-2.0,2016-02-19 15:09:43,2024-02-08 10:28:19.000000,2023-07-12 07:05:13,339.0,,805.0,239.0,241.0,184.0,526.0,2666.0,,,,,,47.0,,,,3.0,,,,,,,,,,,,net.openid:appauth,https://search.maven.org/artifact/net.openid/appauth,,,,
85,ja3,https://github.com/salesforce/ja3,pki,JA3 is a standard for creating SSL client fingerprints in an easy to produce and shareable way.,,,19,True,salesforce/ja3,,https://github.com/salesforce/ja3,BSD-3-Clause,2017-06-13 22:54:10,2023-10-20 20:55:26.000000,2023-10-20 20:55:26,151.0,,270.0,96.0,42.0,28.0,24.0,2441.0,,,,,,26.0,,,2078.0,3.0,,,,,,,,pyja3,https://pypi.org/project/pyja3,2078.0,,,,,,,
86,ladon,https://github.com/ory/ladon,authorization,A SDK for access control policies: authorization for the microservice and IoT age. Inspired by AWS IAM policies...,,['ory'],19,True,ory/ladon,,https://github.com/ory/ladon,Apache-2.0,2015-10-16 15:21:28,2024-02-04 16:25:34.000000,2023-06-09 16:12:30,149.0,,221.0,63.0,104.0,4.0,54.0,2314.0,2020-04-30 07:36:33,1.2.0,40.0,,,50.0,,,,3.0,,,,,,,,,,,,,,,,,
87,vc-data-model,https://github.com/w3c/vc-data-model,credentials,W3C Verifiable Credentials Working Group VC Data Model and Representations specification.,,['w3c'],19,True,w3c/vc-data-model,,https://github.com/w3c/vc-data-model,W3C,2016-11-15 20:14:42,2024-02-07 16:38:18.000000,2024-02-07 16:38:11,1880.0,265.0,82.0,80.0,741.0,33.0,636.0,263.0,,,,,,66.0,,,,1.0,,,,,,,,,,,,,,,,,
88,waltid-ssikit,https://github.com/walt-id/waltid-ssikit,ssi-sdks,All-In-One SSI infrastructure toolkit.,,,19,False,walt-id/waltid-ssikit,,https://github.com/walt-id/waltid-ssikit,Apache-2.0,2021-08-04 08:19:14,2023-12-13 10:55:45.426370,2023-12-13 10:48:35,1531.0,8.0,33.0,7.0,195.0,2.0,164.0,96.0,2023-12-13 10:55:46,1.2312131048.0,98.0,,,16.0,,,410.0,2.0,waltid/ssikit,58.0,https://hub.docker.com/r/waltid/ssikit,2023-12-13 10:55:45.426370,,12242.0,,,,,,,,,,,
89,ion,https://github.com/decentralized-identity/ion,ssi-infra,The Identity Overlay Network (ION) is a DID Method implementation using the Sidetree protocol atop Bitcoin.,,,18,True,decentralized-identity/ion,,https://github.com/decentralized-identity/ion,Apache-2.0,2019-01-25 00:34:40,2023-08-25 15:24:32.000000,2023-08-25 15:23:54,215.0,,160.0,89.0,184.0,71.0,69.0,1224.0,2022-06-09 01:42:53,1.0.4,17.0,,,32.0,,,,2.0,,,,,,,,,,,,,,,,,
90,spruceid-ssi,https://github.com/spruceid/ssi,ssi-sdks,Core library for decentralized identity.,,,18,True,spruceid/ssi,,https://github.com/spruceid/ssi,Apache-2.0,2020-08-04 14:40:34,2024-02-08 00:16:56.000000,2023-11-01 15:51:52,531.0,,52.0,30.0,359.0,73.0,103.0,172.0,,,,120.0,120.0,23.0,,,,3.0,,,,,,,,,,,,,,,,,
91,aries-mobile-agent-react-native,https://github.com/hyperledger/aries-mobile-agent-react-native,ssi-agents,Aries Mobile Agent React Native - Part of the Aries Bifold effort to provide SSI capabilities in a production ready app.,,['hyperledger'],18,True,hyperledger/aries-mobile-agent-react-native,,https://github.com/hyperledger/aries-mobile-agent-react-native,Apache-2.0,2020-11-06 19:58:19,2024-02-06 19:52:28.000000,2024-02-05 22:39:31,1649.0,49.0,108.0,21.0,828.0,71.0,176.0,124.0,,,,,,41.0,,,,2.0,,,,,,,,,,,,,,,,,
92,polygon-issuer,https://github.com/0xPolygonID/issuer-node,ssi-agents,Polygon ID Self-Hosted Issuer Node.,,,18,False,0xPolygonID/issuer-node,,https://github.com/0xPolygonID/issuer-node,Apache-2.0,2022-12-20 15:29:39,2024-01-30 17:37:22.000000,2024-01-30 17:27:52,1473.0,167.0,59.0,9.0,500.0,,111.0,72.0,2024-01-30 17:29:42,2.4.1,15.0,,,16.0,,,,2.0,,,,,,,,,,,,,,,,,
93,solid-project,https://github.com/solid/solid,protocols,Solid - Re-decentralizing the web (project directory).,,['solid'],17,False,solid/solid,,https://github.com/solid/solid,MIT,2015-11-24 05:45:27,2022-08-24 14:54:37.000000,2022-05-27 15:42:07,132.0,,370.0,559.0,56.0,126.0,88.0,8172.0,,,,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,
94,spiffe,https://github.com/spiffe/spiffe,machine,The SPIFFE Project.,,"['cncf', 'linux-foundation']",17,True,spiffe/spiffe,,https://github.com/spiffe/spiffe,Apache-2.0,2017-08-07 20:45:21,2024-02-04 01:57:40.000000,2024-02-04 01:57:10,538.0,3.0,149.0,84.0,208.0,17.0,42.0,1359.0,,,,,,57.0,,,,3.0,,,,,,,,,,,,,,,,,
95,barbican,https://github.com/openstack/barbican,pki,"Barbican is a ReST API designed for the secure storage, provisioning and management of secrets, including in OpenStack..",,['openstack'],17,True,openstack/barbican,,https://github.com/openstack/barbican,Apache-2.0,2014-05-23 22:15:27,2024-02-01 15:22:24.000000,2024-01-31 06:10:42,3617.0,22.0,68.0,27.0,5.0,,,228.0,,,,,,298.0,,,,3.0,,,,,,,,,,,,,,,,,
96,tbd-ssi-sdk,https://github.com/TBD54566975/ssi-sdk,ssi-sdks,self sovereign identity sdk.,,['web5'],17,True,tbd54566975/ssi-sdk,,https://github.com/TBD54566975/ssi-sdk,Apache-2.0,2022-02-02 20:20:10,2024-01-29 23:41:32.000000,2024-01-10 15:16:53,326.0,13.0,54.0,12.0,348.0,48.0,107.0,192.0,,,4.0,41.0,41.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,
97,polygon-js-sdk,https://github.com/0xPolygonID/js-sdk,ssi-sdks,SDK to work with Polygon ID.,,,17,False,0xPolygonID/js-sdk,,https://github.com/0xPolygonID/js-sdk,,2022-11-08 12:11:09,2024-02-08 11:50:42.000000,2024-02-07 17:21:35,405.0,16.0,22.0,4.0,144.0,6.0,23.0,44.0,2024-02-07 17:23:49,1.7.5,38.0,135.0,135.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,
98,sphereon-ssi,https://github.com/Sphereon-Opensource/SSI-SDK,ssi-sdks,Self Sovereign Identity SDK.,,,17,False,sphereon-opensource/ssi-sdk,,https://github.com/Sphereon-Opensource/SSI-SDK,Apache-2.0,2021-11-22 08:30:41,2024-02-06 19:52:48.000000,2024-02-06 12:32:15,1501.0,77.0,10.0,9.0,145.0,5.0,8.0,42.0,2024-01-19 10:56:27,0.18.1,31.0,3.0,3.0,15.0,,,,3.0,,,,,,,,,,,,,,,,,
99,waltid-walletkit,https://github.com/walt-id/waltid-walletkit,ssi-sdks,Toolkit for SSI and NFT/SBT wallets.,,,17,False,walt-id/waltid-walletkit,,https://github.com/walt-id/waltid-walletkit,Apache-2.0,2021-09-24 15:14:51,2023-12-13 10:51:53.446549,2023-12-13 10:46:56,1375.0,4.0,25.0,4.0,111.0,,46.0,33.0,2023-12-13 10:51:55,1.2312131047.0,48.0,,,12.0,,,141.0,3.0,waltid/walletkit,,https://hub.docker.com/r/waltid/walletkit,2023-12-13 10:51:53.446549,,4100.0,,,,,,,,,,,
100,talao-altme,https://github.com/TalaoDAO/AltMe,ssi-agents,SSI + crypto wallet .Self Sovereign Identity wallet with cryptos and NFT features. EBSI conformant.,,,17,False,talaodao/altme,,https://github.com/TalaoDAO/AltMe,Apache-2.0,2021-12-27 07:56:07,2024-02-08 08:19:36.000000,2024-02-05 21:07:06,3763.0,269.0,11.0,7.0,463.0,46.0,1862.0,33.0,,,,,,4.0,,,,3.0,,,,,,,,,,,,,,,,,
101,sphereon-pex,https://github.com/Sphereon-Opensource/PEX,protocols-sdks,A Typescript implementation of the DIF Presentation Exchange specification.,,,17,False,sphereon-opensource/pex,,https://github.com/Sphereon-Opensource/PEX,Apache-2.0,2021-04-12 14:54:14,2024-02-07 08:42:19.000000,2024-02-07 08:42:19,983.0,50.0,11.0,7.0,112.0,6.0,25.0,28.0,2024-02-05 19:58:50,3.2.0,28.0,17.0,17.0,17.0,,,1.0,1.0,,58.0,,,,,,,,,,,,,,,
102,solid-specification,https://github.com/solid/specification,protocols,Solid Technical Reports.,,['solid'],16,True,solid/specification,,https://github.com/solid/specification,MIT,2019-05-14 21:20:03,2024-02-08 00:23:28.000000,2024-02-05 10:51:58,998.0,32.0,37.0,49.0,216.0,173.0,148.0,449.0,2021-12-21 13:00:06,protocol-v0.9.0,1.0,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,
103,did-core,https://github.com/w3c/did-core,credentials,W3C Decentralized Identifier Specification v1.0.,,['w3c'],16,True,w3c/did-core,,https://github.com/w3c/did-core,W3C,2019-09-10 07:46:26,2023-12-11 00:52:55.000000,2023-04-11 23:37:45,1309.0,,87.0,73.0,488.0,34.0,324.0,389.0,,,,,,62.0,,,,2.0,,,,,,,,,,,,,,,,,
104,spruceid-didkit,https://www.spruceid.dev/didkit/didkit,ssi-sdks,A cross-platform toolkit for decentralized identity.,,,16,True,spruceid/didkit,,https://github.com/spruceid/didkit,Apache-2.0,2020-10-06 21:52:28,2024-02-05 19:11:45.000000,2024-02-05 09:10:04,309.0,5.0,66.0,33.0,251.0,47.0,72.0,243.0,,,,6.0,6.0,22.0,,,,3.0,ghcr.io/spruceid/didkit-http,,https://hub.docker.com/r/ghcr.io/spruceid/didkit-http,,,,,,,,,,,,,,
105,tbd-ssi-service,https://github.com/TBD54566975/ssi-service,ssi-agents,The Self Sovereign Identity Service.,,['web5'],15,True,tbd54566975/ssi-service,,https://github.com/TBD54566975/ssi-service,Apache-2.0,2022-03-11 18:07:18,2024-02-05 20:59:22.000000,2024-02-05 20:54:24,451.0,14.0,53.0,11.0,521.0,87.0,126.0,143.0,,,3.0,,,21.0,,,,3.0,,,,,,,,,,,,,,,,,
106,presentation-exchange,https://github.com/decentralized-identity/presentation-exchange,protocols,Specification that codifies an inter-related pair of data formats for defining proof presentations (Presentation..,,['dif'],15,False,decentralized-identity/presentation-exchange,,https://github.com/decentralized-identity/presentation-exchange,Apache-2.0,2020-01-07 23:10:12,2024-01-15 17:36:47.000000,2023-10-05 20:28:43,621.0,,33.0,31.0,228.0,55.0,172.0,75.0,,,,,,36.0,,,,3.0,,,,,,,,,,,,,,,,,
